trip_id,vessel_name,mmsi,imo,vessel_owner,recruiting_agency,owner_flag,flag_vessel_flies,date_range_start,date_range_end,time_at_sea,fishing_ground_s,species_fished,gears_used,starting_port,government_body_involved,known_transshipment,entry_source,public_reference,general_comments,forced_l_indicator,known_non_offender,known_offender,possible_offender,source,notes,x27,x28,x29,x30
117,Mahklta Abadi,NA,NA,NA,NA,Taiwan,NA,NA,January 2014,NA,South African EEZ,Tuna,NA,NA,yes,NA,SFG,Yes,"total of 10 ships. these 8 caught in Cape Town. 75 Indonesians subject to appaling working and living conditions. Forged vessel registration. Fishers not paid for several months. Working in substandard, unsafe, unhealthy conditions. Fake indonesian documents. 3-5 years without being paid","Abusive working and living conditions, Withholding of wedges",0,1,0,https://www.undercurrentnews.com/2014/01/29/south-africa-detains-tuna-vessels-over-slave-labor/,https://stopillegalfishing.com/trapped-at-sea/,NA,NA,NA,NA
118,Sea Queen II,367363390,8885494,Thoai Van Nguyen,NA,USA,NA,NA,23 Sep 2016,NA,Hawaii,NA,NA,NA,LA,NA,LA,Yes,"Retention of passports. Involuntary servitude aboard the boat, denied medical attention. Captain demanded thousands of dolars (debt) if they wanted to leave before the 2 year contract ended. Lack of proper conditions. Humiliations and verbal abuse. Threats of jail if setting foot off the vessel. Finally fled the boat when in SF.","intimidation and threats, Withholding of wages, Retention of identity documents, debt bondage",0,1,0,https://www.courthousenews.com/fishermen-say-captain-enslaved-them-at-sea/,https://www.ap.org/explore/seafood-from-slaves/hawaiian-seafood-caught-foreign-crews-confined-boats.html,NA,NA,NA,NA
119,Knowledge,NA,8956774,NA,NA,USA,NA,NA,23 Sep 2016,NA,NA,NA,NA,NA,LA,NA,LA,Yes,Departed from Indonesia. Involved with the Sea Queen II in transfering fishers (not part of their contract),NA,0,0,1,https://www.courthousenews.com/fishermen-say-captain-enslaved-them-at-sea/,NA,NA,NA,NA,NA
120,"Fu Tzu Chun (Fu Tsz Chiun, now Maan Yih Chyuu No. 33))",416001769,NA,NA,NA,Taiwan,Taiwan,May 2015,1 Sep 2015,NA,Western and Central Pacific,NA,NA,NA,LA,NA,LA,Yes,"Complex contracts. Workers could be ""fined an unspecified amount"" -debt-. 2 indonesian crew members died under strange circumstances (Supriyanto famous case). Beatings from captain and fellow crew. Debt, placement fees, monthly deductions.","Physical abuse, Debt bondage, Abusive working and living conditions,",0,1,0,https://www.scmp.com/magazines/post-magazine/long-reads/article/2025340/death-abuse-exploitation-taiwans-migrant-worker,https://www.greenpeace.org/new-zealand/publication/misery-at-sea/,NA,NA,NA,NA
121,Lucky Star / Golden Wave 305 / Chance 101 / Precious Diamond,NA,NA,NA,NA,NA,Tanzania,NA,2014,NA,Tanzania/Kenia/Somalia,NA,Longline,NA,LA,NA,LA,Yes,Somali sources suggested that the vessel may have been involved in people and/or arms smugling,NA,0,0,1,https://panorama.solutions/sites/default/files/FISH-i_Africa_-_Issues_Investigations_and_Impacts_report.pdf,NA,NA,NA,NA,NA
122,Chun I No. 217,416530000,8748842,Lin Yu-Chih,NA,Taiwan,Taiwan,NA,17 Aug 2014,NA,Indian Ocean,NA,NA,NA,NA,NA,SFG,Yes,"Video footage of 5 fishers excecuted, with other crew members celebrating. 4 vessels. Chun I 217 the only identified from the video. Taiwan authorities say the men killed were pirates",NA,0,0,1,https://www.greenpeace.org/archive-international/Global/international/publications/oceans/2016/Taiwan-Tuna-Rpt-2016.pdf,"Taiwan's minister of foreign affairs says the vessel was passing by, and tha the people killed were pirates. The vessel had authorization for armed guards",Page 44,NA,NA,NA
123,Ping Chieh No. 101 (Ping Shin No. 101),NA,8746947,"Kaohsiung Fishery Association (same person behind the ownership of the previous case, Lin Yu-Chih)",NA,Taiwan,Taiwan,NA,17 Aug 2014,NA,Indian Ocean,NA,Longline,NA,NA,NA,SFG,Yes,Suspect of being the vessel from where the people where excecuted.,NA,0,0,1,https://www.greenpeace.org/archive-international/Global/international/publications/oceans/2016/Taiwan-Tuna-Rpt-2016.pdf,Page 45,NA,NA,NA,NA
124,Shin Ho Chun 102 (reefer),374140000,9262182,Tunago,NA,Taiwan,Panama,May 7 2016,09-2016,NA,American Samoa,NA,Reefer,NA,NA,Yes,SFG,Yes,"Transhipment with the Tunago No. 61, convicted crew, murdered the captain",NA,0,0,1,https://www.greenpeace.org/new-zealand/publication/misery-at-sea/,NA,NA,NA,NA,NA
125,"Shin Ji (Shinge?), King Fook 88",441597000,NA,NA,NA,Korea,Korea,NA,1 May 2011,NA,New Zealand,NA,NA,NA,yes,NA,SFG,Yes,"Abuse from the officers, non-payment of wages. indonesian crew fled their employer citing these things.","Physical and psychological abuse, Withholding of wages",0,1,0,https://researchspace.auckland.ac.nz/handle/2292/28675,https://www.sciencedirect.com/science/article/pii/S0308597X14001432?via%3Dihub,NA,NA,NA,NA
126,Oyang 70,NA,7238852,Oyang fisheries Co Ltd,NA,Korea,Korea,NA,18 Aug 2010,NA,New Zealand,NA,NA,NA,yes,NA,SFG,Yes,Vessel capsized. Crew rescued by Amaltal Atlantis. Crew alleged labor and human rights abuses,Abusive working and living conditions,0,1,0,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.863.6938&rep=rep1&type=pdf,http://www.lexisnexis.co.nz/en-nz/products/rule-of-law/november-2014-issue/2k1-case-study-trafficking-in-new-zealand-fishing-industry.page,NA,NA,NA,NA
127,Oyang 75,441769000,8801175,Oyang fisheries Co Ltd,NA,Korea,Korea,NA,June 2011,NA,new Zealand,NA,NA,NA,NA,NA,SFG,Yes,"32 Indonesian crew members walked off, claiming verbal, psychological, and contract abuse, including underpayment and non payment. A number also alleged physical and sexual abuse, inhumane punishments. Discrimination conditions against indonesians","Abusive working and living conditions, Physical and psychological abuse, Withhelding of wages",0,1,0,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.863.6938&rep=rep1&type=pdf,http://www.lexisnexis.co.nz/en-nz/products/rule-of-law/november-2014-issue/2k1-case-study-trafficking-in-new-zealand-fishing-industry.page,NA,NA,NA,NA
128,Rich 5,NA,NA,PT Kwo-jeng,NA,Taiwan,NA,NA,August 2012,NA,Trinidad & Tobago,NA,NA,NA,yes,NA,SFG,Yes,"154 Indonesian fishers stranded in Trinidad and Tobago  for about a month, abandoned there when the company went bankrupt. Report from the international Organization for Migration.","Abusive working and living conditions. Physical and pshycological abuse, Excessive working hours, Restricted freedom of movement, retention of identity documents.",0,1,0,http://twc2.org.sg/wp-content/uploads/2016/10/Diluted-Justice-Oct-2016-FINAL-VERSION.pdf,Page 27,https://www.iom.int/sites/default/files/country/docs/indonesia/Human-Trafficking-Forced-Labour-and-Fisheries-Crime-in-the-Indonesian-Fishing-Industry-IOM.pdf,Page 56,NA,NA
129,Fullness 5,NA,NA,PT Kwo-jeng,NA,Taiwan,NA,NA,August 2012,NA,Trinidad & Tobago,NA,NA,NA,yes,NA,SFG,Yes,"154 Indonesian fishers stranded in Trinidad and Tobago  for about a month, abandoned there when the company went bankrupt. Report from the international Organization for Migration.",Abusive working and living conditions,0,1,0,http://twc2.org.sg/wp-content/uploads/2016/10/Diluted-Justice-Oct-2016-FINAL-VERSION.pdf,Page 27,https://www.iom.int/sites/default/files/country/docs/indonesia/Human-Trafficking-Forced-Labour-and-Fisheries-Crime-in-the-Indonesian-Fishing-Industry-IOM.pdf,56,NA,NA
130,Fullness 2,NA,NA,PT Kwo-jeng,NA,Taiwan,NA,NA,August 2012,NA,Trinidad & Tobago,NA,NA,NA,yes,NA,SFG,Yes,"154 Indonesian fishers stranded in Trinidad and Tobago  for about a month, abandoned there when the company went bankrupt. Report from the international Organization for Migration.",Abusive working and living conditions,0,1,0,http://twc2.org.sg/wp-content/uploads/2016/10/Diluted-Justice-Oct-2016-FINAL-VERSION.pdf,Page 27,https://www.iom.int/sites/default/files/country/docs/indonesia/Human-Trafficking-Forced-Labour-and-Fisheries-Crime-in-the-Indonesian-Fishing-Industry-IOM.pdf,56,NA,NA
131,Fullness 6,NA,NA,PT Kwo-jeng,NA,Taiwan,NA,NA,August 2012,NA,Trinidad & Tobago,NA,NA,NA,yes,NA,SFG,Yes,"154 Indonesian fishers stranded in Trinidad and Tobago  for about a month, abandoned there when the company went bankrupt. Report from the international Organization for Migration.",Abusive working and living conditions,0,1,0,http://twc2.org.sg/wp-content/uploads/2016/10/Diluted-Justice-Oct-2016-FINAL-VERSION.pdf,Page 27,https://www.iom.int/sites/default/files/country/docs/indonesia/Human-Trafficking-Forced-Labour-and-Fisheries-Crime-in-the-Indonesian-Fishing-Industry-IOM.pdf,56,NA,NA
132,MV Hwachin No. 112,NA,8662880,Hwa Chin Fishery,NA,Taiwan,NA,October 2009,Sept 2011,NA,Mauritius,NA,NA,NA,NA,NA,SFG,Yes,Declaration from a fisher. Conditions on board were intolerable. v,"Physical abuse, Excessive overtime, intimidation and threats, Withholding of wages",0,1,0,http://twc2.org.sg/wp-content/uploads/2016/10/Diluted-Justice-Oct-2016-FINAL-VERSION.pdf,Page 62,NA,NA,NA,NA
133,Kao Fong 817,416146700,8749353,Ho Chieh Ocean Enterprise Co. Ltd,Step Up Marine (Singapore),Taiwan,Taiwan,NA,January 2012??,NA,NA,NA,NA,NA,NA,NA,LA,N/A,NA,"Deception, Physical abuse, Excessive overtime",0,1,0,"Affidavit of Filipino Leonides Laurente y Tupaz. Comments from LA database. Could not find more references on forced labor. Blog from January 2012, although not opeartive: http://justiceforseafarers.blogspot.com/",https://www.marinetraffic.com/en/ais/details/ships/shipid:3749308/mmsi:416146700/imo:0/vessel:KAO_FONG_NO_817,NA,NA,NA,NA
134,Hung Chin No. 212,416895000,9108972,Hung Chin Fishery,Step Up Marine (Singapore),Taiwan,Taiwan,NA,NA,NA,NA,NA,NA,NA,NA,NA,LA,N/A,NA,"Deception, Physical abuse, Excessive overtime",0,1,0,"Reference does not conduct to anything. The report that the reference suggest (Troubled Waters, 2013) does not talk about that vessel. (talks about Hung Yu 212 though, which has different IMO)",http://twc2.org.sg/wp-content/uploads/ 2013/01/Troubled_waters_sallie_yea.pdf,NA,NA,NA,NA
135,M.V. Jing Lu Yuen 005 / Jinglu Yuan 005,NA,7903562,Jinglu Deepsea Fishing ltd.,Step Up Marine (Singapore),China,taiwan,December 2010,40817,NA,Fiji,NA,Longline,NA,NA,NA,LA,Yes,Captain beat Cambodian with baseball bat. Captain had a gun. Almost threw a Chinese overboard.,Physical abuse. Excessive overtime,0,1,0,http://twc2.org.sg/wp-content/uploads/2013/01/Troubled_waters_sallie_yea.pdf,NA,NA,NA,NA,NA
136,Fuh Sheng 11,416054500,8749315,"FU SHEN FISHERY - KAOHSIUNG, TAIWAN",Step Up Marine (Singapore),NA,Taiwan,NA,NA,NA,NA,NA,Longline,NA,NA,NA,LA,N/A,N/A,NA,0,0,1,Affidavit of Emmanuel Concepcion Y Sorilla,https://www.marinetraffic.com/en/ais/details/ships/shipid:900054/mmsi:-8749315/imo:8749315/vessel:FUH_SHENG_NO_11,NA,NA,NA,NA
137,Kao Feng 101,416037900,8749420,"HORNG CHYI OCEAN ENTERPRISE - KAOHSIUNG, TAIWAN",Step Up Marine (Singapore),NA,Taiwan,NA,NA,NA,NA,NA,NA,NA,NA,NA,LA,N/A,N/A,Deception,0,1,0,Affidavit of Filipino Leonides Laurente y Tupaz,https://www.marinetraffic.com/en/ais/details/ships/shipid:4794709/mmsi:416037900/imo:8749420/vessel:KAO_FENG_NO_101,NA,NA,NA,NA
138,Jilhorn 101,NA,NA,NA,Step Up Marine (Singapore),NA,NA,NA,N/A. Article from Sept 2014,NA,NA,Tuna,NA,NA,NA,NA,LA,Yes,"20 hours shifts. Baseball bat from the captain. Keep working with a broken finger because those who fell sick or were injured sometimes disappeared overnight"".","Physical abuse, Excessive overtime.",0,1,0,http://www.asiaone.com/spore-man-accused-trafficking-fishermen?nopaging=1,NA,NA,NA,NA,NA
139,Wei Ching,416121700,9181924,"WEI CHING EMPRESA - BIOKO, EQUATORIAL GUINEA",Giant Ocean (Cambodia),NA,Taiwan,NA,N/A,NA,NA,NA,Longline,NA,NA,NA,LA,N/A,"Vessel mentioned on Misery at Sea (Greenpeace 2018) as part of Giant Ocean, but nothing specific about forced labor.",Deception,0,1,0,Confidential,NA,NA,NA,NA,NA
140,Yu Sing,NA,NA,NA,Giant Ocean (Cambodia),NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,LA,N/A,NA,Deception,0,1,0,Confidential,NA,NA,NA,NA,NA
141,Daiho,NA,NA,NA,Giant Ocean (Cambodia),NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,LA,N/A,NA,"Retention of identity documents, Excessive overtime",0,1,0,Confidential,NA,NA,NA,NA,NA
142,Shin Lung No. 2016,NA,8947474,"Shin Lung Fishery Company, LTD",Giant Ocean (Cambodia),Taiwan,Taiwan,NA,NA,NA,NA,NA,Longline,NA,NA,NA,LA,N/A,"Shifts of 14 to 18 hours per day, underpayment of wages and physical abuse.","Physical abuse, Excessive overtime.",0,1,0,Confidential,NA,NA,NA,NA,NA
143,Shin Yeou 16,NA,8431372,"SHIN YEOU FISHERY CO., LTD.",Giant Ocean (Cambodia),Taiwan,Taiwan,NA,NA,NA,NA,NA,Longline,NA,NA,NA,LA,N/A,NA,"Physical abuse, Excessive overtime, Deception",0,1,0,Confidential,NA,NA,NA,NA,NA
144,Oyang 77,440256000,7416612,Sajo Oyang,PT Nurindo Mandiri International,South Korea,NA,NA,"3/1/2012, indonesian crew fired",NA,NA,NA,NA,NA,NA,NA,LA,Yes,NA,Withholding of wages,0,1,0,No reference on LA file,http://www.lexisnexis.co.nz/en-nz/products/rule-of-law/november-2014-issue/2k1-case-study-trafficking-in-new-zealand-fishing-industry.page,NA,NA,NA,NA
145,Dong Won 519 (Dong Won 519),512228000,7416480,"DW New Zealand LTD (2016), Dong Won Fisheries Co Ltd (1983), Todd Ltd Corp (1979), Todd Ltd Corp (1974)",PT Indah Megah Sari,South Korea,South Korea,NA,NA,NA,New Zealand,NA,Trawl,NA,NA,NA,LA,Yes,"Working average 12 hours a day. 20 hours shifts. Physical abuse. ""grab our hands and pull, supervisors threw objects at those who arrived late on deck"". Sign documents in Korean and English.","Physical abuse, Excessive overtime, Abusive working conditions, Withholding of wages",0,1,0,No reference on LA file,http://www.koreatimes.co.kr/www/news/nation/2014/08/116_162229.html,NA,NA,NA,NA
146,Dongwon 530 (Dong Wong 530),440890000,8317239,Dong Won Fisheries,PT Indah Megah Sari,South Korea,South Korea,NA,NA,NA,New Zealand,NA,Trawl,NA,NA,NA,LA,Yes,"Working average 12 hours a day. 20 hours shifts. Physical abuse. ""grab our hands and pull, supervisors threw objects at those who arrived late on deck"". Sign documents in Korean and English.","Physical abuse, Excessive overtime, Abusive working conditions, Withholding of wages",0,1,0,No reference on LA file,http://www.koreatimes.co.kr/www/news/nation/2014/08/116_162229.html,NA,NA,NA,NA
147,Dongwon 701 (Dong Wong 701),512427000,7114513,Dong Won Fisheries,PT Indah Megah Sari,South Korea,Christmas Island,NA,NA,NA,New Zealand,NA,Trawl,NA,NA,NA,LA,Yes,"Working average 12 hours a day. 20 hours shifts. Physical abuse. ""grab our hands and pull, supervisors threw objects at those who arrived late on deck"". Sign documents in Korean and English.","Physical abuse, Excessive overtime, Abusive working conditions, Withholding of wages",0,1,0,No reference on LA file,http://www.koreatimes.co.kr/www/news/nation/2014/08/116_162229.html,NA,NA,NA,NA
148,Pacinui,512430000,8319770,Juahm Industries,PT Nurindo Mandiri International,South Korea,New Zealand,NA,NA,NA,New Zealand,NA,Trawl,NA,NA,NA,LA,Yes,"In 2013, 16 Indonesian crew members walked off. Unpaid wages. Forced Labour",Withholding of wages,0,1,0,No reference on LA file,http://aquaticcommons.org/21610/1/SAM_77_05_Exploited%20Blacklisted%20Destitut.pdf,NA,NA,NA,NA
149,Hoshin Maru 77,431101080,9020728,Ikeda Suisan Company,NA,Japan,NA,NA,June 2015,NA,New Zealand EEZ,NA,NA,NA,NA,NA,SFG,Yes,"Between April 30th and June 23 2015, 5,200 hours not recorded. Indonesian crew not paid. Company fined.",Withholding of wages,0,1,0,http://aquaticcommons.org/21610/1/SAM_77_05_Exploited%20Blacklisted%20Destitut.pdf,NA,NA,NA,NA,NA
150,Sur Este 700 (Asgard),273385630,8217506,Dong Nam Company,NA,Korea,Russia,NA,"Feb 2013, date of the report",NA,New Zealand EEZ,NA,Trawl,NA,NA,NA,LA,Yes,Crew received financial settlement,Withholding of wages,0,1,0,No reference on LA file,http://www.stuff.co.nz/the-press/news/8266324/Fishing-crew-walk-off-ship-in-Timaru,http://aquaticcommons.org/21610/1/SAM_77_05_Exploited%20Blacklisted%20Destitut.pdf,NA,NA,NA
151,Sur Este 707,441051000,8312851,Dong Nam Company,NA,Korea,Korea,NA,"Feb 2013, date of the report",NA,New Zealand EEZ,NA,Trawl,NA,NA,NA,LA,Yes,"21 crew walking off. Forced to work long hours, not paid the minimum wage. No allegations of physical abuse. Crew received financial settlement",Withholding of wages,0,1,0,No reference on LA file,http://www.stuff.co.nz/the-press/news/8266324/Fishing-crew-walk-off-ship-in-Timaru,http://aquaticcommons.org/21610/1/SAM_77_05_Exploited%20Blacklisted%20Destitut.pdf,NA,NA,NA
152,Sur Este 709 (Yugo Vostock 7),273387130,8414465,Dong Nam Company,NA,Korea,Russia,NA,"Feb 2013, date of the report",NA,New Zealand EEZ,NA,Trawl,NA,NA,NA,LA,Yes,Crew received financial settlement,Withholding of wages,0,1,0,No reference on LA file,http://www.stuff.co.nz/the-press/news/8266324/Fishing-crew-walk-off-ship-in-Timaru,http://aquaticcommons.org/21610/1/SAM_77_05_Exploited%20Blacklisted%20Destitut.pdf,NA,NA,NA
153,Antasena 142,NA,NA,Pusaka Benjina Resources,NA,Thailand/Indonesia,NA,NA,May 2015,NA,Indonesia,NA,NA,NA,NA,NA,LA,Yes,"Captain arrested. Allegedly involved in human trafficking and slavery in Benjina, Maluku, Indonesia. Underperfoming workers were put in a detention center at the fishery company.","Isolation, Abusive working conditions",0,1,0,http://www.thejakartapost.com/news/2015/05/12/seven-arrested-benjina-case.html,NA,NA,NA,NA,NA
154,Antasena 309,NA,NA,Pusaka Benjina Resources,NA,Thailand/Indonesia,NA,NA,May 2015,NA,Indonesia,NA,NA,NA,NA,NA,LA,Yes,"Captain arrested. Allegedly involved in human trafficking and slavery in Benjina, Maluku, Indonesia. Underperfoming workers were put in a detention center at the fishery company.","Isolation, Abusive working conditions",0,1,0,http://www.thejakartapost.com/news/2015/05/12/seven-arrested-benjina-case.html,NA,NA,NA,NA,NA
155,Antasena 838,NA,NA,Pusaka Benjina Resources,NA,Thailand/Indonesia,NA,NA,May 2015,NA,Indonesia,NA,NA,NA,NA,NA,LA,Yes,"Captain arrested. Allegedly involved in human trafficking and slavery in Benjina, Maluku, Indonesia. Underperfoming workers were put in a detention center at the fishery company.","Isolation, Abusive working conditions",0,1,0,http://www.thejakartapost.com/news/2015/05/12/seven-arrested-benjina-case.html,NA,NA,NA,NA,NA
156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Ixthus 7,NA,7404528,NA,NA,NA,Korea (now Somali),NA,41883,NA,Somalia EEZ,NA,NA,NA,NA,NA,SFG,Yes,Fishing in portected areas in Somalia.,NA,NA,NA,NA,https://hiiraan.com/news4/2014/Sept/56466/somalia_cracks_down_on_illegal_fishing.aspxhttps://hiiraan.com/news4/2014/Sept/56466/somalia_cracks_down_on_illegal_fishing.aspx,https://ejfoundation.org/news-media/2015/oman-takes-decisive-port-measures-to-block-suspect-fishing-vessels,http://www.iotc.org/documents/report-presumed-iuu-fishing-activities-eez-somalia,NA,NA,NA
NA,Ixthus 8 (Butiyalo 2 / or Two),666050101,7424932,NA,NA,NA,Korea (now Somalia),NA,42114,NA,Somalia EEZ,NA,NA,NA,NA,NA,SFG,Yes,unauthorized fishing in somalia,NA,NA,NA,NA,https://hiiraan.com/news4/2014/Sept/56466/somalia_cracks_down_on_illegal_fishing.aspx,https://ejfoundation.org/news-media/2015/oman-takes-decisive-port-measures-to-block-suspect-fishing-vessels,http://www.iotc.org/documents/report-presumed-iuu-fishing-activities-eez-somalia,NA,NA,NA
NA,Ixthus 9 (Haysimo one),666050102,7206639,NA,NA,NA,Korea (now Somalia),NA,42113,NA,Somalia EEZ,NA,NA,NA,NA,NA,SFG,Yes,unauthorized fishing in somalia,NA,NA,NA,NA,https://hiiraan.com/news4/2014/Sept/56466/somalia_cracks_down_on_illegal_fishing.aspx,https://ejfoundation.org/news-media/2015/oman-takes-decisive-port-measures-to-block-suspect-fishing-vessels,http://www.iotc.org/documents/report-presumed-iuu-fishing-activities-eez-somalia,NA,NA,NA
NA,Baek Yang 37 (Haysimo Two),666050103,7231684,NA,NA,NA,Korea (now Somalia),NA,NA,NA,Somalia EEZ,NA,NA,NA,NA,NA,SFG,Yes,unauthorized fishing in somalia,NA,NA,NA,NA,https://hiiraan.com/news4/2014/Sept/56466/somalia_cracks_down_on_illegal_fishing.aspx,https://ejfoundation.org/news-media/2015/oman-takes-decisive-port-measures-to-block-suspect-fishing-vessels,http://www.iotc.org/documents/report-presumed-iuu-fishing-activities-eez-somalia,NA,NA,NA
NA,Poseidon,441097000,NA,NA,NA,NA,(Thailand),NA,42020,NA,Somalia EEZ,NA,NA,NA,ejf,NA,SFG,Yes,unauthorized fishing in somalia,NA,NA,NA,NA,https://ejfoundation.org/news-media/2015/oman-takes-decisive-port-measures-to-block-suspect-fishing-vessels,http://www.iotc.org/documents/report-presumed-iuu-fishing-activities-eez-somalia,NA,NA,NA,NA
NA,Al-Amal,440616000,7831197,NA,NA,NA,(Yemen),NA,42007,NA,Somalia EEZ,NA,NA,NA,ejf,NA,SFG,Yes,unauthorized fishing in somalia,NA,NA,NA,NA,https://ejfoundation.org/news-media/2015/oman-takes-decisive-port-measures-to-block-suspect-fishing-vessels,http://www.iotc.org/documents/report-presumed-iuu-fishing-activities-eez-somalia,NA,NA,NA,NA
NA,Other 7 Tuna longliners from China: http://www.iotc.org/documents/report-presumed-iuu-fishing-activities-eez-somalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SFG,Yes,unauthorized fishing in somalia,NA,NA,NA,NA,http://www.iotc.org/documents/report-presumed-iuu-fishing-activities-eez-somalia,NA,http://www.iotc.org/documents/report-presumed-iuu-fishing-activities-eez-somalia,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Known Non-Offenders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,TUNA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Montelucia,359001000,9232668,"Calvopesca, S.A. de C.V.",NA,El Salvador,El Salvador,01/18/2013,02/13/2019,NA,FAO Area 77/88,"Tuna (Yellow fin, Skipjack, Big Eye)",Purse Seine,La Union and others,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,http://www.friendofthesea.org/public/catalogo/2017_CalvoEl%20Salvador_Wild.pdf,NA,NA,NA,NA
2,Monterocio,359002000,8919453,"Calvopesca, S.A. de C.V.",NA,El Salvador,El Salvador,01/18/2013,02/13/2019,NA,FAO Area 77/88,"Tuna (Yellow fin, Skipjack, Big Eye)",Purse Seine,La Union and others,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,http://www.friendofthesea.org/public/catalogo/2017_CalvoEl%20Salvador_Wild.pdf,NA,NA,NA,NA
3,Lio I,NA,NA,Tunasen S.A.,NA,Spain?,Senegal,NA,03-20-2018,NA,FAO Area 34,Tuna,Pole and Line,Dakar,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
4,Lio II,663000123,NA,Tunasen S.A.,NA,Spain?,Senegal,NA,03-20-2018,NA,FAO Area 34,Tuna,Pole and Line,Dakar,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
5,Kermantxo,224089000,9212955,Alain Alza Xebero Ion,NA,Spain?,Senegal/Spain,NA,03-20-2018,NA,FAO Area 34,Tuna,Pole and Line,Dakar,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,https://www.marinetraffic.com/en/ais/details/ships/shipid:164280/imo:9212955,Registration number on haul is the same as in FOS list,NA,NA,NA
6,MV Aita Fraxku,224070000,9212943,Figuero Arizmendi A.,NA,Spain?,Senegal/Spain,NA,03-20-2018,NA,FAO Area 34,Tuna,Pole and Line,Dakar,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
7,MV Corona del Mar,228967000,9093206,Hesa SNC,NA,NA,Senegal/France,NA,03-20-2018,NA,FAO Area 34,Tuna,Pole and Line,Dakar,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
8,MV Filar Torre,NA,NA,Solana Torre Miguel A.,NA,NA,Senegal/France,NA,03-20-2018,NA,FAO Area 34,Tuna,Pole and Line,Dakar,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
9,Playa de Azkorri,312191000,9476111,Sea Breeze Venture Ltd,NA,NA,Belize,NA,03-20-2018,NA,FAO Area 34,Tuna,Pole and Line,"Abidjan, Dakar, Mindelo",NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
